번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어,,
10374,10,2017,정면,문장,KETI_SL_0000010374.MOV,무릎 인대를 다친 것 같아요,,
10479,10,2017,측면,문장,KETI_SL_0000010479.MTS,무릎 인대를 다친 것 같아요,,
212,1,2017,정면,단어,KETI_SL_0000000212.MOV,무릎,,
631,1,2017,측면,단어,KETI_SL_0000000631.MTS,무릎,,
1043,2,2017,정면,단어,KETI_SL_0000001043.MTS,무릎,,
1462,2,2017,측면,단어,KETI_SL_0000001462.MTS,무릎,,
1797,3,2017,정면,단어,KETI_SL_0000001797.MOV,무릎,,
2216,3,2017,측면,단어,KETI_SL_0000002216.MP4,무릎,,
2726,4,2017,정면,단어,KETI_SL_0000002726.MOV,무릎,,
3145,4,2017,측면,단어,KETI_SL_0000003145.MTS,무릎,,
3556,5,2017,정면,단어,KETI_SL_0000003556.MOV,무릎,,
3977,5,2017,측면,단어,KETI_SL_0000003977.MTS,무릎,,
4400,6,2017,정면,단어,KETI_SL_0000004400.MOV,무릎,,
4822,6,2017,측면,단어,KETI_SL_0000004822.MTS,무릎,,
5238,7,2017,정면,단어,KETI_SL_0000005238.MOV,무릎,,
5654,7,2017,측면,단어,KETI_SL_0000005654.MTS,무릎,,
6078,8,2017,정면,단어,KETI_SL_0000006078.MOV,무릎,,
6497,8,2017,측면,단어,KETI_SL_0000006497.MTS,무릎,,
6914,9,2017,정면,단어,KETI_SL_0000006914.MOV,무릎,,
7333,9,2017,측면,단어,KETI_SL_0000007333.MTS,무릎,,
7749,10,2017,정면,단어,KETI_SL_0000007749.MOV,무릎,,
8168,10,2017,측면,단어,KETI_SL_0000008168.MTS,무릎,,
210,1,2017,정면,단어,KETI_SL_0000000210.MOV,무너지다,,
629,1,2017,측면,단어,KETI_SL_0000000629.MTS,무너지다,,
1042,2,2017,정면,단어,KETI_SL_0000001042.MTS,무너지다,,
1461,2,2017,측면,단어,KETI_SL_0000001461.MTS,무너지다,,
1796,3,2017,정면,단어,KETI_SL_0000001796.MOV,무너지다,,
2215,3,2017,측면,단어,KETI_SL_0000002215.MP4,무너지다,,
2724,4,2017,정면,단어,KETI_SL_0000002724.MOV,무너지다,,
3143,4,2017,측면,단어,KETI_SL_0000003143.MTS,무너지다,,
3555,5,2017,정면,단어,KETI_SL_0000003555.MOV,무너지다,,
3976,5,2017,측면,단어,KETI_SL_0000003976.MTS,무너지다,,
4398,6,2017,정면,단어,KETI_SL_0000004398.MOV,무너지다,,
4821,6,2017,측면,단어,KETI_SL_0000004821.MTS,무너지다,,
5236,7,2017,정면,단어,KETI_SL_0000005236.MOV,무너지다,,
5652,7,2017,측면,단어,KETI_SL_0000005652.MTS,무너지다,,
6076,8,2017,정면,단어,KETI_SL_0000006076.MOV,무너지다,,
6495,8,2017,측면,단어,KETI_SL_0000006495.MTS,무너지다,,
6912,9,2017,정면,단어,KETI_SL_0000006912.MOV,무너지다,,
7331,9,2017,측면,단어,KETI_SL_0000007331.MTS,무너지다,,
7748,10,2017,정면,단어,KETI_SL_0000007748.MOV,무너지다,,
8167,10,2017,측면,단어,KETI_SL_0000008167.MTS,무너지다,,
8434,1,2017,정면,문장,KETI_SL_0000008434.MOV,몸이 결박 당해있어요,,
8539,1,2017,측면,문장,KETI_SL_0000008539.MTS,몸이 결박 당해있어요,,
8644,2,2017,정면,문장,KETI_SL_0000008644.MTS,몸이 결박 당해있어요,,
8749,2,2017,측면,문장,KETI_SL_0000008749.MTS,몸이 결박 당해있어요,,
8854,3,2017,정면,문장,KETI_SL_0000008854.MOV,몸이 결박 당해있어요,,
8959,3,2017,측면,문장,KETI_SL_0000008959.MP4,몸이 결박 당해있어요,,
9064,4,2017,정면,문장,KETI_SL_0000009064.MOV,몸이 결박 당해있어요,,
9169,4,2017,측면,문장,KETI_SL_0000009169.MTS,몸이 결박 당해있어요,,
9274,5,2017,정면,문장,KETI_SL_0000009274.MOV,몸이 결박 당해있어요,,
9379,5,2017,측면,문장,KETI_SL_0000009379.MTS,몸이 결박 당해있어요,,
9484,6,2017,정면,문장,KETI_SL_0000009484.MOV,몸이 결박 당해있어요,,
9588,6,2017,측면,문장,KETI_SL_0000009588.MTS,몸이 결박 당해있어요,,
9694,7,2017,정면,문장,KETI_SL_0000009694.MOV,몸이 결박 당해있어요,,
9799,7,2017,측면,문장,KETI_SL_0000009799.MTS,몸이 결박 당해있어요,,
9904,8,2017,정면,문장,KETI_SL_0000009904.MOV,몸이 결박 당해있어요,,
10009,8,2017,측면,문장,KETI_SL_0000010009.MTS,몸이 결박 당해있어요,,
10114,9,2017,정면,문장,KETI_SL_0000010114.MOV,몸이 결박 당해있어요,,
10219,9,2017,측면,문장,KETI_SL_0000010219.MTS,몸이 결박 당해있어요,,
10324,10,2017,정면,문장,KETI_SL_0000010324.MOV,몸이 결박 당해있어요,,
10429,10,2017,측면,문장,KETI_SL_0000010429.MTS,몸이 결박 당해있어요,,
8466,1,2017,정면,문장,KETI_SL_0000008466.MOV,몸에 열이 많이 나고 두통이 심해요,,
8571,1,2017,측면,문장,KETI_SL_0000008571.MTS,몸에 열이 많이 나고 두통이 심해요,,
8676,2,2017,정면,문장,KETI_SL_0000008676.MTS,몸에 열이 많이 나고 두통이 심해요,,
8781,2,2017,측면,문장,KETI_SL_0000008781.MTS,몸에 열이 많이 나고 두통이 심해요,,
8886,3,2017,정면,문장,KETI_SL_0000008886.MOV,몸에 열이 많이 나고 두통이 심해요,,
8991,3,2017,측면,문장,KETI_SL_0000008991.MP4,몸에 열이 많이 나고 두통이 심해요,,
9096,4,2017,정면,문장,KETI_SL_0000009096.MOV,몸에 열이 많이 나고 두통이 심해요,,
9201,4,2017,측면,문장,KETI_SL_0000009201.MTS,몸에 열이 많이 나고 두통이 심해요,,
9306,5,2017,정면,문장,KETI_SL_0000009306.MOV,몸에 열이 많이 나고 두통이 심해요,,
9411,5,2017,측면,문장,KETI_SL_0000009411.MTS,몸에 열이 많이 나고 두통이 심해요,,
9516,6,2017,정면,문장,KETI_SL_0000009516.MOV,몸에 열이 많이 나고 두통이 심해요,,
9620,6,2017,측면,문장,KETI_SL_0000009620.MTS,몸에 열이 많이 나고 두통이 심해요,,
9726,7,2017,정면,문장,KETI_SL_0000009726.MOV,몸에 열이 많이 나고 두통이 심해요,,
9831,7,2017,측면,문장,KETI_SL_0000009831.MTS,몸에 열이 많이 나고 두통이 심해요,,
9936,8,2017,정면,문장,KETI_SL_0000009936.MOV,몸에 열이 많이 나고 두통이 심해요,,
10041,8,2017,측면,문장,KETI_SL_0000010041.MTS,몸에 열이 많이 나고 두통이 심해요,,
10146,9,2017,정면,문장,KETI_SL_0000010146.MOV,몸에 열이 많이 나고 두통이 심해요,,
10251,9,2017,측면,문장,KETI_SL_0000010251.MTS,몸에 열이 많이 나고 두통이 심해요,,
10356,10,2017,정면,문장,KETI_SL_0000010356.MOV,몸에 열이 많이 나고 두통이 심해요,,
10461,10,2017,측면,문장,KETI_SL_0000010461.MTS,몸에 열이 많이 나고 두통이 심해요,,
209,1,2017,정면,단어,KETI_SL_0000000209.MOV,목요일,,
628,1,2017,측면,단어,KETI_SL_0000000628.MTS,목요일,,
1041,2,2017,정면,단어,KETI_SL_0000001041.MTS,목요일,,
1460,2,2017,측면,단어,KETI_SL_0000001460.MTS,목요일,,
1795,3,2017,정면,단어,KETI_SL_0000001795.MOV,목요일,,
2214,3,2017,측면,단어,KETI_SL_0000002214.MP4,목요일,,
2723,4,2017,정면,단어,KETI_SL_0000002723.MOV,목요일,,
3142,4,2017,측면,단어,KETI_SL_0000003142.MTS,목요일,,
3554,5,2017,정면,단어,KETI_SL_0000003554.MOV,목요일,,
3975,5,2017,측면,단어,KETI_SL_0000003975.MTS,목요일,,
4397,6,2017,정면,단어,KETI_SL_0000004397.MOV,목요일,,
4820,6,2017,측면,단어,KETI_SL_0000004820.MTS,목요일,,
5235,7,2017,정면,단어,KETI_SL_0000005235.MOV,목요일,,
5651,7,2017,측면,단어,KETI_SL_0000005651.MTS,목요일,,
6075,8,2017,정면,단어,KETI_SL_0000006075.MOV,목요일,,
6494,8,2017,측면,단어,KETI_SL_0000006494.MTS,목요일,,
6911,9,2017,정면,단어,KETI_SL_0000006911.MOV,목요일,,
7330,9,2017,측면,단어,KETI_SL_0000007330.MTS,목요일,,
7747,10,2017,정면,단어,KETI_SL_0000007747.MOV,목요일,,
8166,10,2017,측면,단어,KETI_SL_0000008166.MTS,목요일,,
208,1,2017,정면,단어,KETI_SL_0000000208.MOV,목,,
627,1,2017,측면,단어,KETI_SL_0000000627.MTS,목,,
1040,2,2017,정면,단어,KETI_SL_0000001040.MTS,목,,
1459,2,2017,측면,단어,KETI_SL_0000001459.MTS,목,,
1794,3,2017,정면,단어,KETI_SL_0000001794.MOV,목,,
2213,3,2017,측면,단어,KETI_SL_0000002213.MP4,목,,
2722,4,2017,정면,단어,KETI_SL_0000002722.MOV,목,,
3141,4,2017,측면,단어,KETI_SL_0000003141.MTS,목,,
3553,5,2017,정면,단어,KETI_SL_0000003553.MOV,목,,
3974,5,2017,측면,단어,KETI_SL_0000003974.MTS,목,,
4396,6,2017,정면,단어,KETI_SL_0000004396.MOV,목,,
4819,6,2017,측면,단어,KETI_SL_0000004819.MTS,목,,
5234,7,2017,정면,단어,KETI_SL_0000005234.MOV,목,,
5650,7,2017,측면,단어,KETI_SL_0000005650.MTS,목,,
6074,8,2017,정면,단어,KETI_SL_0000006074.MOV,목,,
6493,8,2017,측면,단어,KETI_SL_0000006493.MTS,목,,
6910,9,2017,정면,단어,KETI_SL_0000006910.MOV,목,,
7329,9,2017,측면,단어,KETI_SL_0000007329.MTS,목,,
7746,10,2017,정면,단어,KETI_SL_0000007746.MOV,목,,
8165,10,2017,측면,단어,KETI_SL_0000008165.MTS,목,,
207,1,2017,정면,단어,KETI_SL_0000000207.MOV,멧돼지,,
626,1,2017,측면,단어,KETI_SL_0000000626.MTS,멧돼지,,
1039,2,2017,정면,단어,KETI_SL_0000001039.MTS,멧돼지,,
1458,2,2017,측면,단어,KETI_SL_0000001458.MTS,멧돼지,,
1793,3,2017,정면,단어,KETI_SL_0000001793.MOV,멧돼지,,
2212,3,2017,측면,단어,KETI_SL_0000002212.MP4,멧돼지,,
2721,4,2017,정면,단어,KETI_SL_0000002721.MOV,멧돼지,,
3140,4,2017,측면,단어,KETI_SL_0000003140.MTS,멧돼지,,
3552,5,2017,정면,단어,KETI_SL_0000003552.MOV,멧돼지,,
3973,5,2017,측면,단어,KETI_SL_0000003973.MTS,멧돼지,,
4395,6,2017,정면,단어,KETI_SL_0000004395.MOV,멧돼지,,
4809,6,2017,측면,단어,KETI_SL_0000004809.MTS,멧돼지,,
5233,7,2017,정면,단어,KETI_SL_0000005233.MOV,멧돼지,,
5649,7,2017,측면,단어,KETI_SL_0000005649.MTS,멧돼지,,
6073,8,2017,정면,단어,KETI_SL_0000006073.MOV,멧돼지,,
6492,8,2017,측면,단어,KETI_SL_0000006492.MTS,멧돼지,,
6909,9,2017,정면,단어,KETI_SL_0000006909.MOV,멧돼지,,
7328,9,2017,측면,단어,KETI_SL_0000007328.MTS,멧돼지,,
7745,10,2017,정면,단어,KETI_SL_0000007745.MOV,멧돼지,,
8164,10,2017,측면,단어,KETI_SL_0000008164.MTS,멧돼지,,
206,1,2017,정면,단어,KETI_SL_0000000206.MOV,머리,,
625,1,2017,측면,단어,KETI_SL_0000000625.MTS,머리,,
1038,2,2017,정면,단어,KETI_SL_0000001038.MTS,머리,,
1457,2,2017,측면,단어,KETI_SL_0000001457.MTS,머리,,
1792,3,2017,정면,단어,KETI_SL_0000001792.MOV,머리,,
2211,3,2017,측면,단어,KETI_SL_0000002211.MP4,머리,,
2720,4,2017,정면,단어,KETI_SL_0000002720.MOV,머리,,
3139,4,2017,측면,단어,KETI_SL_0000003139.MTS,머리,,
3551,5,2017,정면,단어,KETI_SL_0000003551.MOV,머리,,
3972,5,2017,측면,단어,KETI_SL_0000003972.MTS,머리,,
4394,6,2017,정면,단어,KETI_SL_0000004394.MOV,머리,,
4808,6,2017,측면,단어,KETI_SL_0000004808.MTS,머리,,
5232,7,2017,정면,단어,KETI_SL_0000005232.MOV,머리,,
5648,7,2017,측면,단어,KETI_SL_0000005648.MTS,머리,,
6072,8,2017,정면,단어,KETI_SL_0000006072.MOV,머리,,
6491,8,2017,측면,단어,KETI_SL_0000006491.MTS,머리,,
6908,9,2017,정면,단어,KETI_SL_0000006908.MOV,머리,,
7327,9,2017,측면,단어,KETI_SL_0000007327.MTS,머리,,
7744,10,2017,정면,단어,KETI_SL_0000007744.MOV,머리,,
8163,10,2017,측면,단어,KETI_SL_0000008163.MTS,머리,,
205,1,2017,정면,단어,KETI_SL_0000000205.MOV,맹견,,
624,1,2017,측면,단어,KETI_SL_0000000624.MTS,맹견,,
1037,2,2017,정면,단어,KETI_SL_0000001037.MTS,맹견,,
1456,2,2017,측면,단어,KETI_SL_0000001456.MTS,맹견,,
1791,3,2017,정면,단어,KETI_SL_0000001791.MOV,맹견,,
2210,3,2017,측면,단어,KETI_SL_0000002210.MP4,맹견,,
2719,4,2017,정면,단어,KETI_SL_0000002719.MOV,맹견,,
3138,4,2017,측면,단어,KETI_SL_0000003138.MTS,맹견,,
3550,5,2017,정면,단어,KETI_SL_0000003550.MOV,맹견,,
3971,5,2017,측면,단어,KETI_SL_0000003971.MTS,맹견,,
4393,6,2017,정면,단어,KETI_SL_0000004393.MOV,맹견,,
4807,6,2017,측면,단어,KETI_SL_0000004807.MTS,맹견,,
5231,7,2017,정면,단어,KETI_SL_0000005231.MOV,맹견,,
5647,7,2017,측면,단어,KETI_SL_0000005647.MTS,맹견,,
6071,8,2017,정면,단어,KETI_SL_0000006071.MOV,맹견,,
6490,8,2017,측면,단어,KETI_SL_0000006490.MTS,맹견,,
6907,9,2017,정면,단어,KETI_SL_0000006907.MOV,맹견,,
7326,9,2017,측면,단어,KETI_SL_0000007326.MTS,맹견,,
7743,10,2017,정면,단어,KETI_SL_0000007743.MOV,맹견,,
8162,10,2017,측면,단어,KETI_SL_0000008162.MTS,맹견,,
8423,1,2017,정면,문장,KETI_SL_0000008423.MOV,말벌에게 쏘였어요,,
8528,1,2017,측면,문장,KETI_SL_0000008528.MTS,말벌에게 쏘였어요,,
8633,2,2017,정면,문장,KETI_SL_0000008633.MTS,말벌에게 쏘였어요,,
8738,2,2017,측면,문장,KETI_SL_0000008738.MTS,말벌에게 쏘였어요,,
8843,3,2017,정면,문장,KETI_SL_0000008843.MOV,말벌에게 쏘였어요,,
8948,3,2017,측면,문장,KETI_SL_0000008948.MP4,말벌에게 쏘였어요,,
9053,4,2017,정면,문장,KETI_SL_0000009053.MOV,말벌에게 쏘였어요,,
9158,4,2017,측면,문장,KETI_SL_0000009158.MTS,말벌에게 쏘였어요,,
9263,5,2017,정면,문장,KETI_SL_0000009263.MOV,말벌에게 쏘였어요,,
9368,5,2017,측면,문장,KETI_SL_0000009368.MTS,말벌에게 쏘였어요,,
9473,6,2017,정면,문장,KETI_SL_0000009473.MOV,말벌에게 쏘였어요,,
9577,6,2017,측면,문장,KETI_SL_0000009577.MTS,말벌에게 쏘였어요,,
9683,7,2017,정면,문장,KETI_SL_0000009683.MOV,말벌에게 쏘였어요,,
9788,7,2017,측면,문장,KETI_SL_0000009788.MTS,말벌에게 쏘였어요,,
9893,8,2017,정면,문장,KETI_SL_0000009893.MOV,말벌에게 쏘였어요,,
9998,8,2017,측면,문장,KETI_SL_0000009998.MTS,말벌에게 쏘였어요,,
10103,9,2017,정면,문장,KETI_SL_0000010103.MOV,말벌에게 쏘였어요,,
10208,9,2017,측면,문장,KETI_SL_0000010208.MTS,말벌에게 쏘였어요,,
10313,10,2017,정면,문장,KETI_SL_0000010313.MOV,말벌에게 쏘였어요,,
10418,10,2017,측면,문장,KETI_SL_0000010418.MTS,말벌에게 쏘였어요,,
204,1,2017,정면,단어,KETI_SL_0000000204.MOV,말벌,,
623,1,2017,측면,단어,KETI_SL_0000000623.MTS,말벌,,
1036,2,2017,정면,단어,KETI_SL_0000001036.MTS,말벌,,
1455,2,2017,측면,단어,KETI_SL_0000001455.MTS,말벌,,
1790,3,2017,정면,단어,KETI_SL_0000001790.MOV,말벌,,
2209,3,2017,측면,단어,KETI_SL_0000002209.MP4,말벌,,
2718,4,2017,정면,단어,KETI_SL_0000002718.MOV,말벌,,
3137,4,2017,측면,단어,KETI_SL_0000003137.MTS,말벌,,
3549,5,2017,정면,단어,KETI_SL_0000003549.MOV,말벌,,
3970,5,2017,측면,단어,KETI_SL_0000003970.MTS,말벌,,
4392,6,2017,정면,단어,KETI_SL_0000004392.MOV,말벌,,
4814,6,2017,측면,단어,KETI_SL_0000004814.MTS,말벌,,
5230,7,2017,정면,단어,KETI_SL_0000005230.MOV,말벌,,
5646,7,2017,측면,단어,KETI_SL_0000005646.MTS,말벌,,
6070,8,2017,정면,단어,KETI_SL_0000006070.MOV,말벌,,
6489,8,2017,측면,단어,KETI_SL_0000006489.MTS,말벌,,
6906,9,2017,정면,단어,KETI_SL_0000006906.MOV,말벌,,
7325,9,2017,측면,단어,KETI_SL_0000007325.MTS,말벌,,
7742,10,2017,정면,단어,KETI_SL_0000007742.MOV,말벌,,
8161,10,2017,측면,단어,KETI_SL_0000008161.MTS,말벌,,
203,1,2017,정면,단어,KETI_SL_0000000203.MOV,말려주세요,,
622,1,2017,측면,단어,KETI_SL_0000000622.MTS,말려주세요,,
1035,2,2017,정면,단어,KETI_SL_0000001035.MTS,말려주세요,,
1454,2,2017,측면,단어,KETI_SL_0000001454.MTS,말려주세요,,
1787,3,2017,정면,단어,KETI_SL_0000001787.MOV,말려주세요,,
2206,3,2017,측면,단어,KETI_SL_0000002206.MP4,말려주세요,,
2717,4,2017,정면,단어,KETI_SL_0000002717.MOV,말려주세요,,
6069,8,2017,정면,단어,KETI_SL_0000006069.MOV,말려주세요,,
3136,4,2017,측면,단어,KETI_SL_0000003136.MTS,말려주세요,,
3548,5,2017,정면,단어,KETI_SL_0000003548.MOV,말려주세요,,
3969,5,2017,측면,단어,KETI_SL_0000003969.MTS,말려주세요,,
4391,6,2017,정면,단어,KETI_SL_0000004391.MOV,말려주세요,,
4813,6,2017,측면,단어,KETI_SL_0000004813.MTS,말려주세요,,
5229,7,2017,정면,단어,KETI_SL_0000005229.MOV,말려주세요,,
5645,7,2017,측면,단어,KETI_SL_0000005645.MTS,말려주세요,,
6488,8,2017,측면,단어,KETI_SL_0000006488.MTS,말려주세요,,
6905,9,2017,정면,단어,KETI_SL_0000006905.MOV,말려주세요,,
7324,9,2017,측면,단어,KETI_SL_0000007324.MTS,말려주세요,,
7741,10,2017,정면,단어,KETI_SL_0000007741.MOV,말려주세요,,
8160,10,2017,측면,단어,KETI_SL_0000008160.MTS,말려주세요,,
202,1,2017,정면,단어,KETI_SL_0000000202.MOV,마포구,,
621,1,2017,측면,단어,KETI_SL_0000000621.MTS,마포구,,
1034,2,2017,정면,단어,KETI_SL_0000001034.MTS,마포구,,
1453,2,2017,측면,단어,KETI_SL_0000001453.MTS,마포구,,
1786,3,2017,정면,단어,KETI_SL_0000001786.MOV,마포구,,
2205,3,2017,측면,단어,KETI_SL_0000002205.MP4,마포구,,
2716,4,2017,정면,단어,KETI_SL_0000002716.MOV,마포구,,
3135,4,2017,측면,단어,KETI_SL_0000003135.MTS,마포구,,
3547,5,2017,정면,단어,KETI_SL_0000003547.MOV,마포구,,
3968,5,2017,측면,단어,KETI_SL_0000003968.MTS,마포구,,
4390,6,2017,정면,단어,KETI_SL_0000004390.MOV,마포구,,
4812,6,2017,측면,단어,KETI_SL_0000004812.MTS,마포구,,
5228,7,2017,정면,단어,KETI_SL_0000005228.MOV,마포구,,
5644,7,2017,측면,단어,KETI_SL_0000005644.MTS,마포구,,
6068,8,2017,정면,단어,KETI_SL_0000006068.MOV,마포구,,
6487,8,2017,측면,단어,KETI_SL_0000006487.MTS,마포구,,
6904,9,2017,정면,단어,KETI_SL_0000006904.MOV,마포구,,
7323,9,2017,측면,단어,KETI_SL_0000007323.MTS,마포구,,
7740,10,2017,정면,단어,KETI_SL_0000007740.MOV,마포구,,
8159,10,2017,측면,단어,KETI_SL_0000008159.MTS,마포구,,
201,1,2017,정면,단어,KETI_SL_0000000201.MOV,마당,,
620,1,2017,측면,단어,KETI_SL_0000000620.MTS,마당,,
1033,2,2017,정면,단어,KETI_SL_0000001033.MTS,마당,,
1452,2,2017,측면,단어,KETI_SL_0000001452.MTS,마당,,
1785,3,2017,정면,단어,KETI_SL_0000001785.MOV,마당,,
2204,3,2017,측면,단어,KETI_SL_0000002204.MP4,마당,,
2715,4,2017,정면,단어,KETI_SL_0000002715.MOV,마당,,
3134,4,2017,측면,단어,KETI_SL_0000003134.MTS,마당,,
3546,5,2017,정면,단어,KETI_SL_0000003546.MOV,마당,,
3967,5,2017,측면,단어,KETI_SL_0000003967.MTS,마당,,
4389,6,2017,정면,단어,KETI_SL_0000004389.MOV,마당,,
4811,6,2017,측면,단어,KETI_SL_0000004811.MTS,마당,,
5227,7,2017,정면,단어,KETI_SL_0000005227.MOV,마당,,
5643,7,2017,측면,단어,KETI_SL_0000005643.MTS,마당,,
6067,8,2017,정면,단어,KETI_SL_0000006067.MOV,마당,,
6486,8,2017,측면,단어,KETI_SL_0000006486.MTS,마당,,
6903,9,2017,정면,단어,KETI_SL_0000006903.MOV,마당,,
7322,9,2017,측면,단어,KETI_SL_0000007322.MTS,마당,,
7739,10,2017,정면,단어,KETI_SL_0000007739.MOV,마당,,
8158,10,2017,측면,단어,KETI_SL_0000008158.MTS,마당,,
200,1,2017,정면,단어,KETI_SL_0000000200.MOV,뜨거운물,,
619,1,2017,측면,단어,KETI_SL_0000000619.MTS,뜨거운물,,
1032,2,2017,정면,단어,KETI_SL_0000001032.MTS,뜨거운물,,
1451,2,2017,측면,단어,KETI_SL_0000001451.MTS,뜨거운물,,
1784,3,2017,정면,단어,KETI_SL_0000001784.MOV,뜨거운물,,
2203,3,2017,측면,단어,KETI_SL_0000002203.MP4,뜨거운물,,
2714,4,2017,정면,단어,KETI_SL_0000002714.MOV,뜨거운물,,
3133,4,2017,측면,단어,KETI_SL_0000003133.MTS,뜨거운물,,
3545,5,2017,정면,단어,KETI_SL_0000003545.MOV,뜨거운물,,
3966,5,2017,측면,단어,KETI_SL_0000003966.MTS,뜨거운물,,
4388,6,2017,정면,단어,KETI_SL_0000004388.MOV,뜨거운물,,
4810,6,2017,측면,단어,KETI_SL_0000004810.MTS,뜨거운물,,
5226,7,2017,정면,단어,KETI_SL_0000005226.MOV,뜨거운물,,
5642,7,2017,측면,단어,KETI_SL_0000005642.MTS,뜨거운물,,
6066,8,2017,정면,단어,KETI_SL_0000006066.MOV,뜨거운물,,
6485,8,2017,측면,단어,KETI_SL_0000006485.MTS,뜨거운물,,
6902,9,2017,정면,단어,KETI_SL_0000006902.MOV,뜨거운물,,
7321,9,2017,측면,단어,KETI_SL_0000007321.MTS,뜨거운물,,
7738,10,2017,정면,단어,KETI_SL_0000007738.MOV,뜨거운물,,
8157,10,2017,측면,단어,KETI_SL_0000008157.MTS,뜨거운물,,
198,1,2017,정면,단어,KETI_SL_0000000198.MOV,떨어지다,,
617,1,2017,측면,단어,KETI_SL_0000000617.MTS,떨어지다,,
1031,2,2017,정면,단어,KETI_SL_0000001031.MTS,떨어지다,,
1450,2,2017,측면,단어,KETI_SL_0000001450.MTS,떨어지다,,
1783,3,2017,정면,단어,KETI_SL_0000001783.MOV,떨어지다,,
2202,3,2017,측면,단어,KETI_SL_0000002202.MP4,떨어지다,,
2712,4,2017,정면,단어,KETI_SL_0000002712.MOV,떨어지다,,
3131,4,2017,측면,단어,KETI_SL_0000003131.MTS,떨어지다,,
3544,5,2017,정면,단어,KETI_SL_0000003544.MOV,떨어지다,,
3965,5,2017,측면,단어,KETI_SL_0000003965.MTS,떨어지다,,
4386,6,2017,정면,단어,KETI_SL_0000004386.MOV,떨어지다,,
4802,6,2017,측면,단어,KETI_SL_0000004802.MTS,떨어지다,,
5225,7,2017,정면,단어,KETI_SL_0000005225.MOV,떨어지다,,
5641,7,2017,측면,단어,KETI_SL_0000005641.MTS,떨어지다,,
6064,8,2017,정면,단어,KETI_SL_0000006064.MOV,떨어지다,,
6483,8,2017,측면,단어,KETI_SL_0000006483.MTS,떨어지다,,
6900,9,2017,정면,단어,KETI_SL_0000006900.MOV,떨어지다,,
7319,9,2017,측면,단어,KETI_SL_0000007319.MTS,떨어지다,,
7737,10,2017,정면,단어,KETI_SL_0000007737.MOV,떨어지다,,
8156,10,2017,측면,단어,KETI_SL_0000008156.MTS,떨어지다,,
197,1,2017,정면,단어,KETI_SL_0000000197.MOV,딸,,
616,1,2017,측면,단어,KETI_SL_0000000616.MTS,딸,,
1030,2,2017,정면,단어,KETI_SL_0000001030.MTS,딸,,
1449,2,2017,측면,단어,KETI_SL_0000001449.MTS,딸,,
1782,3,2017,정면,단어,KETI_SL_0000001782.MOV,딸,,
2201,3,2017,측면,단어,KETI_SL_0000002201.MP4,딸,,
2711,4,2017,정면,단어,KETI_SL_0000002711.MOV,딸,,
3130,4,2017,측면,단어,KETI_SL_0000003130.MTS,딸,,
3543,5,2017,정면,단어,KETI_SL_0000003543.MOV,딸,,
3964,5,2017,측면,단어,KETI_SL_0000003964.MTS,딸,,
4385,6,2017,정면,단어,KETI_SL_0000004385.MOV,딸,,
4801,6,2017,측면,단어,KETI_SL_0000004801.MTS,딸,,
5224,7,2017,정면,단어,KETI_SL_0000005224.MOV,딸,,
5640,7,2017,측면,단어,KETI_SL_0000005640.MTS,딸,,
6063,8,2017,정면,단어,KETI_SL_0000006063.MOV,딸,,
6482,8,2017,측면,단어,KETI_SL_0000006482.MTS,딸,,
6899,9,2017,정면,단어,KETI_SL_0000006899.MOV,딸,,
7318,9,2017,측면,단어,KETI_SL_0000007318.MTS,딸,,
7736,10,2017,정면,단어,KETI_SL_0000007736.MOV,딸,,
8155,10,2017,측면,단어,KETI_SL_0000008155.MTS,딸,,
196,1,2017,정면,단어,KETI_SL_0000000196.MOV,등,,
615,1,2017,측면,단어,KETI_SL_0000000615.MTS,등,,
1029,2,2017,정면,단어,KETI_SL_0000001029.MTS,등,,
1448,2,2017,측면,단어,KETI_SL_0000001448.MTS,등,,
1781,3,2017,정면,단어,KETI_SL_0000001781.MOV,등,,
2200,3,2017,측면,단어,KETI_SL_0000002200.MP4,등,,
2710,4,2017,정면,단어,KETI_SL_0000002710.MOV,등,,
3129,4,2017,측면,단어,KETI_SL_0000003129.MTS,등,,
3542,5,2017,정면,단어,KETI_SL_0000003542.MOV,등,,
3963,5,2017,측면,단어,KETI_SL_0000003963.MTS,등,,
4384,6,2017,정면,단어,KETI_SL_0000004384.MOV,등,,
4800,6,2017,측면,단어,KETI_SL_0000004800.MTS,등,,
5223,7,2017,정면,단어,KETI_SL_0000005223.MOV,등,,
5639,7,2017,측면,단어,KETI_SL_0000005639.MTS,등,,
6062,8,2017,정면,단어,KETI_SL_0000006062.MOV,등,,
6481,8,2017,측면,단어,KETI_SL_0000006481.MTS,등,,
6898,9,2017,정면,단어,KETI_SL_0000006898.MOV,등,,
7317,9,2017,측면,단어,KETI_SL_0000007317.MTS,등,,
7735,10,2017,정면,단어,KETI_SL_0000007735.MOV,등,,
8154,10,2017,측면,단어,KETI_SL_0000008154.MTS,등,,
195,1,2017,정면,단어,KETI_SL_0000000195.MOV,뒤통수,,
614,1,2017,측면,단어,KETI_SL_0000000614.MTS,뒤통수,,
1028,2,2017,정면,단어,KETI_SL_0000001028.MTS,뒤통수,,
1447,2,2017,측면,단어,KETI_SL_0000001447.MTS,뒤통수,,
